impactMethodName;impactMethodId;categoryName;categoryId;indicatorName;indicatorId;indicatorUnitName;gC
ecological footprint;1dc61e56-76cb-474b-91b5-9ff9011116ff;total;178e28af-0aeb-43a2-ab96-9ff901111700;land occupation;4ef35247-767f-4ee1-8b66-9ff901111700;m2a;The ecological footprint is defined as the biologically productive land and water a population requires to produce the resources it consumes and to absorb part of the waste generated by fossil and nuclear fuel consumption. In the context of LCA, the ecological footprint of a product is defined as the sum of time integrated direct land occupation and indirect land occupation, related to nuclear energy use and to CO2 emissions from fossil energy use and cement burning.
ecological footprint;1dc61e56-76cb-474b-91b5-9ff9011116ff;total;ad4f0abd-bf73-4280-83f3-9ff901111711;CO2;05c6aa82-da5c-4f82-bfd7-9ff901111711;m2a;The ecological footprint is defined as the biologically productive land and water a population requires to produce the resources it consumes and to absorb part of the waste generated by fossil and nuclear fuel consumption. In the context of LCA, the ecological footprint of a product is defined as the sum of time integrated direct land occupation and indirect land occupation, related to nuclear energy use and to CO2 emissions from fossil energy use and cement burning.
ecological footprint;1dc61e56-76cb-474b-91b5-9ff9011116ff;total;f502811d-e623-4e5e-a9bc-9ff90111170a;total;d863ee91-04f5-43ea-85e4-9ff90111170a;m2a;The ecological footprint is defined as the biologically productive land and water a population requires to produce the resources it consumes and to absorb part of the waste generated by fossil and nuclear fuel consumption. In the context of LCA, the ecological footprint of a product is defined as the sum of time integrated direct land occupation and indirect land occupation, related to nuclear energy use and to CO2 emissions from fossil energy use and cement burning.
ecological footprint;1dc61e56-76cb-474b-91b5-9ff9011116ff;total;1d1a6538-38af-474d-adeb-9ff9011116ff;nuclear;6d3510f7-e2c6-4bec-960b-9ff9011116ff;m2a;The ecological footprint is defined as the biologically productive land and water a population requires to produce the resources it consumes and to absorb part of the waste generated by fossil and nuclear fuel consumption. In the context of LCA, the ecological footprint of a product is defined as the sum of time integrated direct land occupation and indirect land occupation, related to nuclear energy use and to CO2 emissions from fossil energy use and cement burning.
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;c69afc96-9841-4f9e-b7ac-9ff90111173c;emission into water;b3264aa3-babb-4af0-9124-9ff90111173c;UBP;Swiss method. Hydrocarbons are accounted for only as COD.
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;bf6eb039-0217-4f2a-936e-9ff9011118c4;deposited waste;0aeffd82-5d13-475b-8e1c-9ff9011118c4;UBP;Swiss method
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;0cff81be-d86d-4e0a-b819-9ff9011118c5;emission into top-soil/groundwater;250df415-7822-443a-adcd-9ff9011118c5;UBP;Swiss method
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;c9cb729a-68d5-4df7-8851-9ff901111749;emission into air;cb15a430-0f27-48d7-ba63-9ff90111174a;UBP;Swiss method
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;6e81c2cc-50cd-42c6-ae84-9ff9011118c2;radioactive waste;499bf68c-c3f2-4ef2-9110-9ff9011118c2;UBP;Swiss method
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;e2ba4901-8788-4926-a3cd-9ff9011118c3;use of energy resources;10217b15-33d9-456f-b90d-9ff9011118c3;UBP;Swiss method
ecological scarcity 1997;9eb0d6bd-76e3-4a88-905b-9ff90111173c;total;57a48ba7-e4f2-4a62-ae89-9ff901111816;total;aeb95c59-8371-4132-a292-9ff901111816;UBP;Swiss method
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;a13a7023-e9a5-47f4-a007-9ff901111bff;deposited waste;dc8a1811-c050-4600-a426-9ff901111bff;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;2e16ffc5-c7d9-447b-a8f5-9ff901111c02;energy resources;25c26302-f7e1-45d8-aeae-9ff901111c03;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;9c784a88-4e0c-42e4-8253-9ff901111d36;emission into air;d5cac1b6-509a-4f0a-bb48-9ff901111d36;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;f22e508e-425f-42de-a5b7-9ff901111d21;emission into top soil;03dafe84-afb4-4674-9bdd-9ff901111d21;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;65e11186-1103-4d71-92e4-9ff901111d32;natural resources;4e89e394-a7f4-4be3-94bc-9ff901111d32;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;7c12290a-cc63-4653-a6f2-9ff901111c05;total;dbddb149-76bb-4afb-8121-9ff901111c06;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;e9068bc1-7572-49ff-8236-9ff901111d7f;emission into surface water;7592495d-e341-4e7b-b650-9ff901111d80;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2006;b78c7c39-8027-41c7-a435-9ff901111bff;total;73aecc8a-c877-4ba3-aa80-9ff901111c02;emission into groundwater;76861aae-a9d9-448c-a02d-9ff901111c02;UBP;Eco-factors are normalised to the Swiss situation
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;6772ce8c-52fe-493e-b66f-d3ef0338d389;total;447f87aa-5d7c-472a-a187-5dd80bab7c95;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;49e34249-7743-4b6e-b7fa-7e1d3a45907b;Water resources;48fc6132-68e4-40e6-82b3-3b1f17d32b6a;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;f4ac3d76-114f-40d8-8db2-31af01e78d3d;Energy resources;f935d1ae-e9b6-43bd-bacc-2572c83511a0;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;c03605a9-a549-4720-9457-b03f196b24d2;Mineral resources;8d79bf68-0c0d-46d0-9568-21d301d8db3a;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;af3435c9-47df-4adb-83c5-9d8828d55936;Land use;91c9a904-042e-4376-a019-daad9b754a3f;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;fa25e44e-44e5-4a4a-8073-2ba16de41e3d;Global warming;8c50f038-85ba-415a-b03f-c66f245c412f;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;641098fb-1055-4759-903c-8426c50aa05d;Ozone layer depletion;ccb55d35-67d0-4980-9a0d-59eaa8b3bc5e;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;c46abb60-2737-46ae-a0c2-f7f6509ceaa9;Main air pollutants and PM;7738f742-c02c-4b53-8ed7-63ab32027db3;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;b71b8cea-df3e-4f10-8db0-fb2c178bbe09;Carcinogenic substances into air;298bdc1e-f8b3-49a9-8842-c3dda7f42472;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;409c7bf1-d04d-4942-b4a4-76d6f98ca032;Heavy metals into air;a5fc4294-e327-4aea-b21e-7dd835978938;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;0e1963ff-0de7-41d0-92f0-6dfaebf920e4;Water pollutants;b8d880eb-1c9d-4fa7-bc77-a68c44e3aec2;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;d5942d90-c3bc-4a42-a6bb-849463fe7481;POP into water;b04eeab0-cd7f-402b-9e27-116817f6f33f;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;c624c2b6-54b3-40b7-baad-9d3816f39571;Heavy metals into water;9617c8eb-a62c-4dd0-a304-3a09978ba7bb;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;6c33caf6-f3fc-41cd-af1d-96d2ae5edb2b;Pesticides into soil;60d06fa9-98f5-46bb-89b1-ba8bfa09c3ad;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;5577156d-da46-498c-8b7a-8bd53ed7ff7a;Heavy metals into soil;c09fa7a9-1826-4348-871e-b05e73e4ea2c;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;a7d1f806-740e-4b30-970e-df80f0ee9481;Radioactive substances into air;472fc5dd-f893-417c-99c8-dd41e6822921;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;ba65ec0c-bdb5-44ca-b318-fe72f4d9a8e8;Radioactive substances into water;3f209063-24b3-4753-877f-f22b7f6fa422;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;bb632a5f-4d6f-4d66-9f10-6e3e9017c440;Noise;e5bd870f-a40f-4f6b-bb51-bbfe7090f9e9;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;0e7291a8-b27c-4ea0-92b8-9930ae3e81a6;Non radioactive waste to deposit;68b5a7d8-df53-49d1-993f-02b3a7cace68;UBP;
ecological scarcity 2013;6725dbe0-2d45-42d0-9573-1c0cabc99e9f;total;56b3925c-9599-4a0e-b836-dbe40e2b2234;Radioactive waste to deposit;f1342fad-ab44-446c-9014-35fd99cfbc99;UBP;
ecosystem damage potential;5ea371a5-944c-431b-b9a5-9ff901112067;total;e5238201-7503-4bfe-aab5-9ff90111207b;linear, land occupation;10d025bd-27c8-43b2-b3fc-9ff90111207b;points;The ecosystem damage potential EDPS is based on an assessment of impacts of land use on species diversity. The diversity correlates with the local aspect of species diversity of land use types. Based on an extensive meta-analysis of biologists field research, data on the diversity of plant species, threatened plant species, moss and molluscs are included in the EDPS. The integration of other animal species groups (e.g. insects, birds, mammals, amphibians) with their specific habitat preferences could change the characterization factors. We recommend utilizing the developed characterization factors for land use in Central Europe. In order to assess the impacts of land use in other regions it would be necessary to sample empirical data on species diversity and to develop region specific characterization factors on a worldwide basis, because species diversity and the impact of land use on it can very much differ from region to region. 
ecosystem damage potential;5ea371a5-944c-431b-b9a5-9ff901112067;total;940167ad-2569-456d-81eb-9ff901112085;linear, land use, total;8fc2ae4f-c08d-4cc5-b702-9ff901112085;points;The ecosystem damage potential EDPS is based on an assessment of impacts of land use on species diversity. The diversity correlates with the local aspect of species diversity of land use types. Based on an extensive meta-analysis of biologists? field research, data on the diversity of plant species, threatened plant species, moss and molluscs are included in the EDPS. The integration of other animal species groups (e.g. insects, birds, mammals, amphibians) with their specific habitat preferences could change the characterization factors. We recommend utilizing the developed characterization factors for land use in Central Europe. In order to assess the impacts of land use in other regions it would be necessary to sample empirical data on species diversity and to develop region specific characterization factors on a worldwide basis, because species diversity and the impact of land use on it can very much differ from region to region. 
ecosystem damage potential;5ea371a5-944c-431b-b9a5-9ff901112067;total;ee4c0fe6-c6c8-4124-a58d-9ff901112067;linear, land transformation;78af380f-05f6-4cd1-b696-9ff901112067;points;The ecosystem damage potential EDPS is based on an assessment of impacts of land use on species diversity. The diversity correlates with the local aspect of species diversity of land use types. Based on an extensive meta-analysis of biologists? field research, data on the diversity of plant species, threatened plant species, moss and molluscs are included in the EDPS. The integration of other animal species groups (e.g. insects, birds, mammals, amphibians) with their specific habitat preferences could change the characterization factors. We recommend utilizing the developed characterization factors for land use in Central Europe. In order to assess the impacts of land use in other regions it would be necessary to sample empirical data on species diversity and to develop region specific characterization factors on a worldwide basis, because species diversity and the impact of land use on it can very much differ from region to region. 
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;ef69c640-5f03-4a99-8580-9ff901113d5b;non-renewable resources, brown coal;1bf6133d-269c-494d-8e05-9ff901113d5b;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;d53d5324-5ae5-4071-a9da-9ff901113d5c;non-renewable resources, oil;3279e8e5-1377-4f94-8e8d-9ff901113d5c;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;5e673df5-67f5-4ab5-8a3a-9ff901113b7e;stratospheric ozone depletion, ODP 20a;22ff4c2a-2caa-42aa-b898-9ff901113b7e;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;07f3edc7-6f19-4a70-be6f-9ff901113cff;non-renewable resources, lanthanum;3aef0f4b-7ffb-42cc-b238-9ff901113cff;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;fd38ddfb-a487-4bf9-b7b4-9ff901113b1b;renewable resources, wood;64f404d8-b16f-4dd8-8ede-9ff901113b1c;m3;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;65339237-090b-473f-bdf6-9ff901113c8f;non-renewable resources, gold;97e62b6a-75e5-4c4c-befd-9ff901113c8f;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;7fb222d7-3911-40af-ac66-9ff901113b7a;land filling, radioactive waste;9df7f48a-ad12-4641-b875-9ff901113b7b;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;093b41cc-3f0f-499c-940a-9ff901113b3b;human toxicity, via air;735c8533-6943-40a0-b7c1-9ff901113b3b;m3 air;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;39394498-7868-4c9f-9c21-9ff901113a01;non-renewable resources, tin;6a025863-b200-4204-957a-9ff901113a01;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;f9fa3f1c-a375-4eb7-adbd-9ff901113a04;stratospheric ozone depletion, ODP 100a;0cddc17d-9698-45dc-bb4b-9ff901113a04;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;cd9d6f03-182a-492b-aa1c-9ff901113bb8;non-renewable resources, platinum;c472c32a-ece9-45c9-a2a8-9ff901113bb9;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;7aa272f6-45fb-41f1-a881-9ff901113b7b;non-renewable resources, nickel;060807f0-2881-44ee-97e6-9ff901113b7c;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;29bb2afc-50c6-4d7f-89c3-9ff901113b87;human toxicity, via soil;11559cd9-a0c1-42c9-b6bb-9ff901113b87;m3 soil;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;0713d650-17c7-4658-bb9a-9ff901113d5c;photochemical ozone formation, high NOx POCP;892a6704-185b-4a5f-819d-9ff901113d5d;kg ethylene-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;592e7578-e7b7-4b72-907a-9ff901113b83;non-renewable resources, copper;8c96ba72-bb7a-45f7-86de-9ff901113b84;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;dd14996d-be61-48cc-bddc-9ff901113bba;stratospheric ozone depletion, ODP steady state;ed4687b4-d016-4910-bff1-9ff901113bba;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;3792aca5-bb8a-49bb-a45e-9ff901113d58;non-renewable resources, natural gas;4475ef2a-36a7-4e19-a119-9ff901113d59;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;9017e785-0396-4292-97f6-9ff901113b22;nutrient enrichment, combined potential;d03a3a2b-5084-4be6-bab7-9ff901113b22;kg NO3-;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;4e96b928-823a-41a9-ab03-9ff901113b79;non-renewable resources, coal;9eb527ab-0693-4b57-8ad4-9ff901113b7a;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;95cd2d12-fb69-45d0-9755-9ff901113b1e;non-renewable resources, lead;607778fa-7772-45a7-bbfb-9ff901113b1e;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;64a6b769-2024-419d-b917-9ff901113a03;non-renewable resources, cobalt;b856552d-f216-4e4d-8d3b-9ff901113a03;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;f670ee4e-f494-455d-b142-9ff901113cd1;non-renewable resources, antimony;64a0ec2f-fb7e-44dc-9bc9-9ff901113cd1;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;3ca7f696-1814-472c-a79a-9ff901113b33;nutrient enrichment, separate N potential;368e8160-3179-4689-8ab4-9ff901113b33;kg N;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;20c7c15b-5d32-40b4-adc4-9ff901113c42;global warming, GWP 100a;252b9c4b-2b1d-45a4-9796-9ff901113c42;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;c5ca70d3-6a5c-4fe7-bd72-9ff901113d1b;global warming, GWP 500a;48b76c7d-1f85-41c1-a593-9ff901113d1c;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;68ca49dd-06e2-4239-8596-9ff901113aaa;nutrient enrichment, separate P potential;8eb134eb-84bd-4cfc-b12e-9ff901113aaa;kg P;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;7b0f3895-08f5-4fc2-aea6-9ff901113a13;human toxicity, via surface water;26b03dd9-93fa-4ace-aac9-9ff901113a13;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;44c21517-1a9c-45c4-8ada-9ff901113d5a;land filling, bulk waste;6e4f3232-0bc2-41f0-8251-9ff901113d5a;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;4e97d176-7451-4d2c-ba7c-9ff901113cd2;ecotoxicity, chronic, in water;d754b874-296d-4a9e-8157-9ff901113cd2;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;59f21e12-193e-48cc-81e7-9ff901113a12;non-renewable resources, palladium;f548909c-94cd-44c0-9044-9ff901113a12;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;30b3a078-54ef-411e-88ba-9ff901113c8e;non-renewable resources, iron;135715a7-8841-4e56-8aac-9ff901113c8e;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;f89cc7cc-18dc-48d9-8b3d-9ff901113bc6;global warming, GWP 20a;c419f588-2151-451a-8ba6-9ff901113bc6;kg CO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;d68b8a92-3d14-4a6d-a6e8-9ff901113bb5;non-renewable resources, aluminium;91afc9d1-3241-4539-bdfa-9ff901113bb6;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;7956ae6f-a80b-46b5-b838-9ff901113d13;acidification;ab6e3520-a856-476f-ad5f-9ff901113d13;kg SO2-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;eb4c4efb-01e5-4c6f-92d4-9ff901113b1d;land filling, hazardous waste;9228bb41-936a-44e3-b5ab-9ff901113b1d;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;26ea56c2-7ed3-487e-b8c7-9ff901113cd1;non-renewable resources, cerium;f9d19dca-edd0-42d8-bf29-9ff901113cd1;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;28ad8d6a-273f-49b8-bec0-9ff901113a03;non-renewable resources, cadmium;863c957c-59db-48be-8fbb-9ff901113a03;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;c1418951-44d1-438b-a7c2-9ff901113d00;ecotoxicity, in sewage treatment plants;42af5d82-6100-4774-90bd-9ff901113d00;m3 waste water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;bb7dd925-eb79-4490-ae14-9ff901113b16;stratospheric ozone depletion, ODP 5a;1560137b-15cf-46c1-9f9e-9ff901113b16;kg CFC-11-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;f7ec595d-dd12-4001-9c83-9ff901113ab1;ecotoxicity, chronic, in soil;924736d0-ef70-4b60-b141-9ff901113ab2;m3 soil;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;85d03d8f-535b-496a-9165-9ff901113d10;non-renewable resources, silver;97ebdecb-a86a-4d86-9f49-9ff901113d10;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;be790cab-26eb-43df-932a-9ff901113c92;photochemical ozone formation, low NOx POCP;7d95fe86-c3a2-460a-b9ed-9ff901113c92;kg ethylene-Eq;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;29662089-2070-4915-801b-9ff901113af9;ecotoxicity, acute, in water;06e49ae0-63e0-4761-b694-9ff901113af9;m3 water;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;environmental impact;036ce7cb-e528-46f4-b85c-9ff901113d12;land filling, slag and ashes;2a22e350-48ff-4458-a25f-9ff901113d13;kg waste;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
EDIP;e8284674-0058-46e2-aa36-9ff901113a01;resource consumption;3ce7dd97-a19d-4fc4-b812-9ff901113bb7;non-renewable resources, mercury;542ac951-1570-4ab1-8956-9ff901113bb8;kg;Danish method. The factors here represent only the first step within the three steps of the method - i.e. the environmental impact potentials / ressource consumption potentials. The following normalization and weighting steps are not included in these factors here.
