Exporting,Importing,Item,Value,VWC,VWT
Hungary,Germany,Wheat and meslin flour,56.61,1639,92783.79
Hungary,Greece,Wheat and meslin flour,2.4,1639,3933.6
Hungary,Ireland,Wheat and meslin flour,0.92,1639,1507.88
Hungary,Italy,Wheat and meslin flour,1633.68,1639,2677601.52
Hungary,Japan,Wheat and meslin flour,0.03,1639,49.17
Iceland,Faroe Islands,Wheat and meslin flour,19.18,1639,31436.02
Iceland,Italy,Wheat and meslin flour,0.01,1639,16.39
India,Equatorial Guinea,Wheat and meslin flour,171.42,1639,280957.38
India,Ethiopia,Wheat and meslin flour,3406.1,1639,5582597.899999999
India,Fiji,Wheat and meslin flour,1.21,1639,1983.19
India,Finland,Wheat and meslin flour,40.46,1639,66313.94
India,France,Wheat and meslin flour,238.04,1639,390147.56
India,Gabon,Wheat and meslin flour,8.42,1639,13800.38
India,Gambia,Wheat and meslin flour,30.16,1639,49432.24
India,Georgia,Wheat and meslin flour,0.06,1639,98.34
India,Germany,Wheat and meslin flour,1461.59,1639,2395546.01
India,Ghana,Wheat and meslin flour,4239.86,1639,6949130.539999999
India,Greece,Wheat and meslin flour,5.2,1639,8522.800000000001
India,Guatemala,Wheat and meslin flour,0.0,1639,0.0
India,Guinea,Wheat and meslin flour,22.16,1639,36320.24
India,Indonesia,Wheat and meslin flour,28476.34,1639,46672721.26
India,Iran (Islamic Republic of),Wheat and meslin flour,1964.25,1639,3219405.75
India,Iraq,Wheat and meslin flour,235.36,1639,385755.04000000004
India,Ireland,Wheat and meslin flour,322.33,1639,528298.87
India,Israel,Wheat and meslin flour,54.81,1639,89833.59
India,Italy,Wheat and meslin flour,832.55,1639,1364549.45
India,Jamaica,Wheat and meslin flour,0.4,1639,655.6
India,Japan,Wheat and meslin flour,205.28,1639,336453.92
India,Jordan,Wheat and meslin flour,1550.5,1639,2541269.5
India,Kazakhstan,Wheat and meslin flour,6.0,1639,9834.0
India,Kenya,Wheat and meslin flour,8922.08,1639,14623289.12
India,Kuwait,Wheat and meslin flour,391.04,1639,640914.56
India,Lebanon,Wheat and meslin flour,24.0,1639,39336.0
India,Liberia,Wheat and meslin flour,31.86,1639,52218.54
India,Madagascar,Wheat and meslin flour,75072.28,1639,123043466.92
India,Malawi,Wheat and meslin flour,4.06,1639,6654.339999999999
India,Malaysia,Wheat and meslin flour,8297.08,1639,13598914.12
India,Maldives,Wheat and meslin flour,13642.85,1639,22360631.150000002
India,Malta,Wheat and meslin flour,14.64,1639,23994.96
India,Mauritania,Wheat and meslin flour,1.0,1639,1639.0
India,Mauritius,Wheat and meslin flour,224.27,1639,367578.53
India,Mexico,Wheat and meslin flour,20.44,1639,33501.16
India,Mongolia,Wheat and meslin flour,1.52,1639,2491.28
India,Mozambique,Wheat and meslin flour,85.19,1639,139626.41
India,Myanmar,Wheat and meslin flour,5960.31,1639,9768948.09
India,Namibia,Wheat and meslin flour,4.04,1639,6621.56
India,Nepal,Wheat and meslin flour,867.75,1639,1422242.25
Indonesia,Egypt,Wheat and meslin flour,1.25,1639,2048.75
Indonesia,France,Wheat and meslin flour,0.0,1639,0.0
Indonesia,French Polynesia,Wheat and meslin flour,23.52,1639,38549.28
Indonesia,Japan,Wheat and meslin flour,0.04,1639,65.56
Indonesia,Malaysia,Wheat and meslin flour,2240.85,1639,3672753.15
Indonesia,Maldives,Wheat and meslin flour,0.5,1639,819.5
Ireland,France,Wheat and meslin flour,15.81,1639,25912.59
Ireland,Germany,Wheat and meslin flour,2.24,1639,3671.36
Ireland,Italy,Wheat and meslin flour,362.2,1639,593645.7999999999
Ireland,Malta,Wheat and meslin flour,1.69,1639,2769.91
Israel,Italy,Wheat and meslin flour,1.5,1639,2458.5
Italy,Ecuador,Wheat and meslin flour,1.96,1639,3212.44
Italy,Egypt,Wheat and meslin flour,570.35,1639,934803.65
Italy,El Salvador,Wheat and meslin flour,46.5,1639,76213.5
Italy,Estonia,Wheat and meslin flour,396.45,1639,649781.5499999999
Italy,Ethiopia,Wheat and meslin flour,24.8,1639,40647.200000000004
Italy,Finland,Wheat and meslin flour,1520.83,1639,2492640.37
Italy,France,Wheat and meslin flour,56255.44,1639,92202666.16
Italy,French Polynesia,Wheat and meslin flour,36.23,1639,59380.969999999994
Italy,Georgia,Wheat and meslin flour,144.06,1639,236114.34
Italy,Germany,Wheat and meslin flour,70112.34,1639,114914125.25999999
Italy,Ghana,Wheat and meslin flour,9.6,1639,15734.4
Italy,Greece,Wheat and meslin flour,4117.32,1639,6748287.4799999995
Italy,Guatemala,Wheat and meslin flour,4.63,1639,7588.57
Italy,Guinea,Wheat and meslin flour,1.0,1639,1639.0
Italy,Honduras,Wheat and meslin flour,17.48,1639,28649.72
Italy,Hungary,Wheat and meslin flour,1876.68,1639,3075878.52
Italy,Iceland,Wheat and meslin flour,379.53,1639,622049.6699999999
Italy,India,Wheat and meslin flour,220.99,1639,362202.61
Italy,Indonesia,Wheat and meslin flour,14.43,1639,23650.77
Italy,Iraq,Wheat and meslin flour,115.74,1639,189697.86
Italy,Ireland,Wheat and meslin flour,7370.32,1639,12079954.48
Italy,Israel,Wheat and meslin flour,7270.7,1639,11916677.299999999
Italy,Japan,Wheat and meslin flour,2569.05,1639,4210672.95
Italy,Jordan,Wheat and meslin flour,220.75,1639,361809.25
Italy,Kazakhstan,Wheat and meslin flour,290.37,1639,475916.43
Italy,Kenya,Wheat and meslin flour,38.35,1639,62855.65
Italy,Kuwait,Wheat and meslin flour,347.87,1639,570158.93
Italy,Latvia,Wheat and meslin flour,181.86,1639,298068.54000000004
Italy,Lebanon,Wheat and meslin flour,375.43,1639,615329.77
Italy,Libya,Wheat and meslin flour,287.82,1639,471736.98
Italy,Lithuania,Wheat and meslin flour,931.8,1639,1527220.2
Italy,Luxembourg,Wheat and meslin flour,894.0,1639,1465266.0
Italy,Madagascar,Wheat and meslin flour,29.2,1639,47858.799999999996
Italy,Malaysia,Wheat and meslin flour,191.25,1639,313458.75
Italy,Maldives,Wheat and meslin flour,39.4,1639,64576.6
Italy,Mali,Wheat and meslin flour,239.5,1639,392540.5
Italy,Malta,Wheat and meslin flour,4494.28,1639,7366124.92
Italy,Mauritius,Wheat and meslin flour,122.01,1639,199974.39
Italy,Mexico,Wheat and meslin flour,887.52,1639,1454645.28
Italy,Mongolia,Wheat and meslin flour,2.3,1639,3769.7
Italy,Montenegro,Wheat and meslin flour,805.01,1639,1319411.39
Italy,Morocco,Wheat and meslin flour,44.55,1639,73017.45
Italy,Mozambique,Wheat and meslin flour,10.6,1639,17373.399999999998
Italy,Namibia,Wheat and meslin flour,75.67,1639,124023.13
Italy,Nepal,Wheat and meslin flour,8.0,1639,13112.0
Jamaica,Guyana,Wheat and meslin flour,1300.48,1639,2131486.72
Japan,Estonia,Wheat and meslin flour,2.0,1639,3278.0
Japan,France,Wheat and meslin flour,72.0,1639,118008.0
Japan,Germany,Wheat and meslin flour,73.0,1639,119647.0
Japan,India,Wheat and meslin flour,2.0,1639,3278.0
Japan,Indonesia,Wheat and meslin flour,506.0,1639,829334.0
Japan,Italy,Wheat and meslin flour,190.0,1639,311410.0
Japan,Kuwait,Wheat and meslin flour,5.18,1639,8490.02
Japan,Malaysia,Wheat and meslin flour,30912.0,1639,50664768.0
Jordan,Iraq,Wheat and meslin flour,1112.24,1639,1822961.36
Jordan,Italy,Wheat and meslin flour,26.5,1639,43433.5
Kazakhstan,Georgia,Wheat and meslin flour,270.0,1639,442530.0
Kazakhstan,Iraq,Wheat and meslin flour,1173.0,1639,1922547.0
Kazakhstan,Israel,Wheat and meslin flour,135.6,1639,222248.4
Kazakhstan,Kyrgyzstan,Wheat and meslin flour,9920.13,1639,16259093.069999998
Kazakhstan,Mongolia,Wheat and meslin flour,0.24,1639,393.36
Kenya,France,Wheat and meslin flour,0.05,1639,81.95
Kenya,Germany,Wheat and meslin flour,0.33,1639,540.87
Kenya,India,Wheat and meslin flour,0.12,1639,196.68
Kenya,Indonesia,Wheat and meslin flour,0.22,1639,360.58
Kenya,Italy,Wheat and meslin flour,0.11,1639,180.29
Kiribati,Fiji,Wheat and meslin flour,19.65,1639,32206.35
Latvia,Estonia,Wheat and meslin flour,4244.44,1639,6956637.159999999
Latvia,Finland,Wheat and meslin flour,2829.29,1639,4637206.31
Latvia,Germany,Wheat and meslin flour,24.13,1639,39549.07
Latvia,Greece,Wheat and meslin flour,4.11,1639,6736.290000000001
Latvia,Ireland,Wheat and meslin flour,26.33,1639,43154.869999999995
Latvia,Kenya,Wheat and meslin flour,1.5,1639,2458.5
Latvia,Lithuania,Wheat and meslin flour,11765.21,1639,19283179.189999998
Latvia,Malaysia,Wheat and meslin flour,0.72,1639,1180.08
Latvia,Malta,Wheat and meslin flour,5373.63,1639,8807379.57
Lebanon,France,Wheat and meslin flour,0.98,1639,1606.22
Lebanon,Gabon,Wheat and meslin flour,0.12,1639,196.68
Lebanon,Gambia,Wheat and meslin flour,0.12,1639,196.68
Lebanon,Germany,Wheat and meslin flour,58.15,1639,95307.84999999999
Lebanon,Ghana,Wheat and meslin flour,2.5,1639,4097.5
Lebanon,Guinea,Wheat and meslin flour,3.48,1639,5703.72
Lebanon,Italy,Wheat and meslin flour,0.6,1639,983.4
Lebanon,Liberia,Wheat and meslin flour,0.39,1639,639.21
Lebanon,Libya,Wheat and meslin flour,3.03,1639,4966.17
Lebanon,Malaysia,Wheat and meslin flour,1.0,1639,1639.0
Lithuania,Equatorial Guinea,Wheat and meslin flour,0.34,1639,557.26
Lithuania,Estonia,Wheat and meslin flour,446.14,1639,731223.46
Lithuania,France,Wheat and meslin flour,9.76,1639,15996.64
Lithuania,Georgia,Wheat and meslin flour,124.5,1639,204055.5
Lithuania,Germany,Wheat and meslin flour,352.63,1639,577960.57
Lithuania,Greece,Wheat and meslin flour,0.13,1639,213.07
Lithuania,Ireland,Wheat and meslin flour,318.43,1639,521906.77
Lithuania,Israel,Wheat and meslin flour,368.8,1639,604463.2000000001
Lithuania,Italy,Wheat and meslin flour,37.4,1639,61298.6
Lithuania,Kazakhstan,Wheat and meslin flour,37.12,1639,60839.67999999999
Lithuania,Latvia,Wheat and meslin flour,5606.5,1639,9189053.5
Lithuania,Malta,Wheat and meslin flour,120.78,1639,197958.42
Lithuania,Mauritius,Wheat and meslin flour,0.72,1639,1180.08
Luxembourg,Finland,Wheat and meslin flour,124.97,1639,204825.83
Luxembourg,France,Wheat and meslin flour,24674.95,1639,40442243.050000004
Luxembourg,Germany,Wheat and meslin flour,18522.22,1639,30357918.580000002
Luxembourg,Ireland,Wheat and meslin flour,1274.47,1639,2088856.33
Luxembourg,Italy,Wheat and meslin flour,0.23,1639,376.97
Malaysia,Indonesia,Wheat and meslin flour,34.63,1639,56758.57000000001
Malaysia,Mauritius,Wheat and meslin flour,9.85,1639,16144.15
Malaysia,Myanmar,Wheat and meslin flour,483.0,1639,791637.0
Mali,France,Wheat and meslin flour,0.0,1639,0.0
Malta,Italy,Wheat and meslin flour,0.06,1639,98.34
Malta,Libya,Wheat and meslin flour,0.02,1639,32.78
Mauritania,Equatorial Guinea,Wheat and meslin flour,22.0,1639,36058.0
Mauritius,France,Wheat and meslin flour,4025.55,1639,6597876.45
Mauritius,Madagascar,Wheat and meslin flour,622.55,1639,1020359.45
Mexico,Guatemala,Wheat and meslin flour,23597.9,1639,38676958.1
Mexico,Haiti,Wheat and meslin flour,1782.0,1639,2920698.0
Mexico,Jamaica,Wheat and meslin flour,640.6,1639,1049943.4000000001
Montenegro,Germany,Wheat and meslin flour,0.0,1639,0.0
Morocco,France,Wheat and meslin flour,98.59,1639,161589.01
Morocco,Gambia,Wheat and meslin flour,0.04,1639,65.56
Morocco,Ireland,Wheat and meslin flour,0.05,1639,81.95
Morocco,Italy,Wheat and meslin flour,27.65,1639,45318.35
Morocco,Liberia,Wheat and meslin flour,0.03,1639,49.17
Morocco,Mauritania,Wheat and meslin flour,127.22,1639,208513.58
Mozambique,Eswatini,Wheat and meslin flour,2044.8,1639,3351427.1999999997
Mozambique,Germany,Wheat and meslin flour,1.15,1639,1884.85
Mozambique,Italy,Wheat and meslin flour,0.38,1639,622.82
Mozambique,Liberia,Wheat and meslin flour,0.02,1639,32.78
Mozambique,Malawi,Wheat and meslin flour,3031.56,1639,4968726.84
Mozambique,Malta,Wheat and meslin flour,0.18,1639,295.02
Nepal,Italy,Wheat and meslin flour,21.5,1639,35238.5
Nepal,Japan,Wheat and meslin flour,460.0,1639,753940.0
Nepal,Malaysia,Wheat and meslin flour,387.02,1639,634325.78
Algeria,France,Wheat,28.36,1620,45943.2
Angola,Namibia,Wheat,0.32,1620,518.4
Argentina,Ecuador,Wheat,225260.0,1620,364921200.0
Argentina,Gambia,Wheat,59596.0,1620,96545520.0
Argentina,Ghana,Wheat,90773.5,1620,147053070.0
Argentina,Haiti,Wheat,54500.0,1620,88290000.0
Argentina,Indonesia,Wheat,1335940.0,1620,2164222800.0
Argentina,Kenya,Wheat,451941.0,1620,732144420.0
Argentina,Malawi,Wheat,39800.0,1620,64476000.0
Argentina,Malaysia,Wheat,38296.0,1620,62039520.0
Argentina,Mali,Wheat,42800.0,1620,69336000.0
Argentina,Mauritania,Wheat,356545.0,1620,577602900.0
Argentina,Mexico,Wheat,277486.0,1620,449527320.0
Argentina,Morocco,Wheat,727544.0,1620,1178621280.0
Argentina,Mozambique,Wheat,53000.0,1620,85860000.0
Armenia,Georgia,Wheat,3573.93,1620,5789766.6
Australia,Egypt,Wheat,140323.1,1620,227323422.0
Australia,Fiji,Wheat,191457.69,1620,310161457.8
Australia,French Polynesia,Wheat,2073.16,1620,3358519.1999999997
Australia,Indonesia,Wheat,4332630.53,1620,7018861458.6
Australia,Iran (Islamic Republic of),Wheat,66001.9,1620,106923077.99999999
Australia,Iraq,Wheat,249495.0,1620,404181900.0
Australia,Italy,Wheat,185429.8,1620,300396276.0
Australia,Japan,Wheat,1255959.18,1620,2034653871.6
Australia,Jordan,Wheat,63000.0,1620,102060000.0
Australia,Kenya,Wheat,417754.5,1620,676762290.0
Australia,Kuwait,Wheat,346918.2,1620,562007484.0
Australia,Malawi,Wheat,1065.0,1620,1725300.0
Australia,Malaysia,Wheat,1087514.76,1620,1761773911.2
Australia,Mauritius,Wheat,100298.6,1620,162483732.0
Australia,Mozambique,Wheat,179559.5,1620,290886390.0
Australia,Myanmar,Wheat,176757.58,1620,286347279.59999996
Austria,Finland,Wheat,49.04,1620,79444.8
Austria,France,Wheat,6376.08,1620,10329249.6
Austria,Georgia,Wheat,66.25,1620,107325.0
Austria,Germany,Wheat,96325.52,1620,156047342.4
Austria,Greece,Wheat,2819.47,1620,4567541.399999999
Austria,Hungary,Wheat,7276.33,1620,11787654.6
Austria,Italy,Wheat,419926.77,1620,680281367.4
Austria,Kazakhstan,Wheat,41.32,1620,66938.4
Austria,Latvia,Wheat,4.07,1620,6593.400000000001
Austria,Lithuania,Wheat,35.54,1620,57574.799999999996
Austria,Luxembourg,Wheat,158.93,1620,257466.6
Bahrain,Iraq,Wheat,2.67,1620,4325.4
Bangladesh,France,Wheat,0.02,1620,32.4
Belarus,Egypt,Wheat,68345.43,1620,110719596.6
Belarus,Kazakhstan,Wheat,40.01,1620,64816.2
Belarus,Lithuania,Wheat,2354.13,1620,3813690.6
Belgium,Finland,Wheat,3569.38,1620,5782395.600000001
Belgium,France,Wheat,35249.83,1620,57104724.6
Belgium,French Polynesia,Wheat,14.98,1620,24267.600000000002
Belgium,Germany,Wheat,36976.05,1620,59901201.00000001
Belgium,Ireland,Wheat,0.18,1620,291.59999999999997
Belgium,Italy,Wheat,3925.54,1620,6359374.8
Belgium,Lebanon,Wheat,1.6,1620,2592.0
Belgium,Luxembourg,Wheat,1086.32,1620,1759838.4
Belgium,Morocco,Wheat,0.2,1620,324.0
Bosnia and Herzegovina,Germany,Wheat,0.75,1620,1215.0
Bosnia and Herzegovina,Montenegro,Wheat,8.01,1620,12976.199999999999
Brazil,Ecuador,Wheat,98594.94,1620,159723802.8
Brazil,Egypt,Wheat,46222.34,1620,74880190.8
Brazil,Indonesia,Wheat,595035.35,1620,963957267.0
Brazil,Israel,Wheat,54520.94,1620,88323922.8
Brazil,Japan,Wheat,0.02,1620,32.4
Brazil,Liberia,Wheat,0.03,1620,48.6
Brazil,Marshall Islands,Wheat,0.14,1620,226.8
Brazil,Morocco,Wheat,332044.24,1620,537911668.8
Brazil,Mozambique,Wheat,11000.0,1620,17820000.0
Bulgaria,Egypt,Wheat,215771.0,1620,349549020.0
Bulgaria,France,Wheat,0.03,1620,48.6
Bulgaria,Germany,Wheat,0.21,1620,340.2
Bulgaria,Greece,Wheat,469531.61,1620,760641208.1999999
Bulgaria,Hungary,Wheat,12.0,1620,19440.0
Bulgaria,Indonesia,Wheat,167549.5,1620,271430190.0
Bulgaria,Ireland,Wheat,0.0,1620,0.0
Bulgaria,Israel,Wheat,77827.33,1620,126080274.60000001
Bulgaria,Italy,Wheat,151410.4,1620,245284848.0
Bulgaria,Lebanon,Wheat,102070.98,1620,165354987.6
Bulgaria,Libya,Wheat,22500.0,1620,36450000.0
Canada,Ecuador,Wheat,558923.0,1620,905455260.0
Canada,Egypt,Wheat,5627.0,1620,9115740.0
Canada,El Salvador,Wheat,113366.0,1620,183652920.0
Canada,France,Wheat,1603.36,1620,2597443.1999999997
Canada,Gabon,Wheat,5499.0,1620,8908380.0
Canada,Germany,Wheat,158.0,1620,255960.0
Canada,Ghana,Wheat,275383.0,1620,446120460.0
Canada,Guatemala,Wheat,198060.0,1620,320857200.0
Canada,Guyana,Wheat,17298.0,1620,28022760.0
Canada,Haiti,Wheat,73916.0,1620,119743920.0
Canada,Indonesia,Wheat,1549465.0,1620,2510133300.0
Canada,Iraq,Wheat,52502.0,1620,85053240.0
Canada,Israel,Wheat,44000.0,1620,71280000.0
Canada,Italy,Wheat,882389.36,1620,1429470763.2
Canada,Jamaica,Wheat,26262.0,1620,42544440.0
Canada,Japan,Wheat,1822997.0,1620,2953255140.0
Canada,Kenya,Wheat,60000.0,1620,97200000.0
Canada,Kuwait,Wheat,80571.0,1620,130525020.0
Canada,Libya,Wheat,30000.0,1620,48600000.0
Canada,Malaysia,Wheat,235010.0,1620,380716200.0
Canada,Mauritania,Wheat,4951.0,1620,8020620.0
Canada,Mexico,Wheat,501521.0,1620,812464020.0
Canada,Morocco,Wheat,709350.0,1620,1149147000.0
Canada,Mozambique,Wheat,88000.0,1620,142560000.0
Canada,Myanmar,Wheat,3408.0,1620,5520960.0
"China, mainland",Eritrea,Wheat,1204.0,1620,1950480.0
"China, mainland",Ethiopia,Wheat,1540.0,1620,2494800.0
"China, mainland",Kyrgyzstan,Wheat,1500.0,1620,2430000.0
Côte d'Ivoire,French Polynesia,Wheat,0.01,1620,16.2
Croatia,France,Wheat,104.54,1620,169354.80000000002
Croatia,Germany,Wheat,2175.39,1620,3524131.8
Croatia,Hungary,Wheat,31368.44,1620,50816872.8
Croatia,Italy,Wheat,395265.92,1620,640330790.4
Croatia,Luxembourg,Wheat,550.32,1620,891518.4
Croatia,Montenegro,Wheat,0.47,1620,761.4
Czechia,Estonia,Wheat,2.0,1620,3240.0
Czechia,Finland,Wheat,148.0,1620,239760.0
Czechia,France,Wheat,65.94,1620,106822.8
Czechia,Germany,Wheat,1673159.45,1620,2710518309.0
Czechia,Hungary,Wheat,4272.96,1620,6922195.2
Czechia,Italy,Wheat,25439.42,1620,41211860.4
Czechia,Lithuania,Wheat,32.5,1620,52650.0
Czechia,Luxembourg,Wheat,14.0,1620,22680.0
Democratic Republic of the Congo,France,Wheat,0.0,1620,0.0
Denmark,Estonia,Wheat,0.39,1620,631.8000000000001
Denmark,Faroe Islands,Wheat,22.74,1620,36838.799999999996
Denmark,Finland,Wheat,46.01,1620,74536.2
Denmark,France,Wheat,73.69,1620,119377.8
Denmark,Germany,Wheat,150040.4,1620,243065448.0
Denmark,Greece,Wheat,2.37,1620,3839.4
Denmark,Hungary,Wheat,0.64,1620,1036.8
Denmark,Iceland,Wheat,14214.81,1620,23027992.2
Denmark,Ireland,Wheat,53406.03,1620,86517768.6
Denmark,Italy,Wheat,6.83,1620,11064.6
Denmark,Latvia,Wheat,657.94,1620,1065862.8
Denmark,Lithuania,Wheat,42220.16,1620,68396659.2
Denmark,Luxembourg,Wheat,1.11,1620,1798.2
Dominican Republic,France,Wheat,0.18,1620,291.59999999999997
Dominican Republic,Haiti,Wheat,523.12,1620,847454.4
Algeria,Netherlands (Kingdom of the),Wheat,280.0,1620,453600.0
Angola,Panama,Wheat,0.0,1620,0.0
Argentina,Nigeria,Wheat,729356.0,1620,1181556720.0
Argentina,Peru,Wheat,697115.0,1620,1129326300.0
Argentina,Senegal,Wheat,174672.0,1620,282968640.0
Argentina,South Africa,Wheat,379028.0,1620,614025360.0
Argentina,Togo,Wheat,30666.0,1620,49678920.0
Argentina,Uganda,Wheat,139273.0,1620,225622260.0
Argentina,United Republic of Tanzania,Wheat,182870.0,1620,296249400.0
Argentina,United States of America,Wheat,25389.4,1620,41130828.0
Argentina,Uruguay,Wheat,3318.68,1620,5376261.6
Argentina,Viet Nam,Wheat,230803.0,1620,373900860.0
Armenia,United States of America,Wheat,15.0,1620,24300.0
Australia,New Caledonia,Wheat,29194.01,1620,47294296.199999996
Australia,New Zealand,Wheat,635527.4,1620,1029554388.0
Australia,Nigeria,Wheat,54999.2,1620,89098704.0
Australia,Oman,Wheat,212762.1,1620,344674602.0
Australia,Pakistan,Wheat,52736.5,1620,85433130.0
Australia,Papua New Guinea,Wheat,242581.4,1620,392981868.0
Australia,Philippines,Wheat,3280772.28,1620,5314851093.599999
Australia,Qatar,Wheat,42000.0,1620,68040000.0
Australia,Republic of Korea,Wheat,2114057.62,1620,3424773344.4
Australia,Rwanda,Wheat,62518.67,1620,101280245.39999999
Australia,Saudi Arabia,Wheat,773.6,1620,1253232.0
Australia,Singapore,Wheat,67496.2,1620,109343844.0
Australia,Solomon Islands,Wheat,14376.85,1620,23290497.0
Australia,South Africa,Wheat,435137.0,1620,704921940.0
Australia,Spain,Wheat,19886.9,1620,32216778.000000004
Australia,Sri Lanka,Wheat,51472.66,1620,83385709.2
Australia,Sudan,Wheat,592864.1,1620,960439842.0
Australia,Thailand,Wheat,800485.5,1620,1296786510.0
Australia,Uganda,Wheat,73119.2,1620,118453104.0
Australia,United Arab Emirates,Wheat,156415.2,1620,253392624.00000003
Australia,United Kingdom of Great Britain and Northern Ireland,Wheat,5512.52,1620,8930282.4
Australia,United Republic of Tanzania,Wheat,108197.8,1620,175280436.0
Australia,Viet Nam,Wheat,2897726.0,1620,4694316120.0
Australia,Yemen,Wheat,962078.2,1620,1558566684.0
Austria,Netherlands (Kingdom of the),Wheat,10802.83,1620,17500584.6
Austria,New Zealand,Wheat,0.0,1620,0.0
Austria,North Macedonia,Wheat,1754.2,1620,2841804.0
Austria,Norway,Wheat,0.01,1620,16.2
Austria,Poland,Wheat,2122.74,1620,3438838.8
Austria,Romania,Wheat,5406.24,1620,8758108.799999999
Austria,Russian Federation,Wheat,188.13,1620,304770.6
Austria,Serbia,Wheat,24.13,1620,39090.6
Austria,Slovakia,Wheat,668.67,1620,1083245.4
Austria,Slovenia,Wheat,8985.51,1620,14556526.200000001
Austria,Spain,Wheat,6.68,1620,10821.6
Austria,Sweden,Wheat,9.26,1620,15001.199999999999
Austria,Switzerland,Wheat,61381.12,1620,99437414.4
Austria,Türkiye,Wheat,9.69,1620,15697.8
Austria,Ukraine,Wheat,33.08,1620,53589.6
Austria,United Kingdom of Great Britain and Northern Ireland,Wheat,66.0,1620,106920.0
Austria,United States of America,Wheat,0.01,1620,16.2
Austria,Uzbekistan,Wheat,0.54,1620,874.8000000000001
Azerbaijan,Türkiye,Wheat,22.5,1620,36450.0
Bahrain,Oman,Wheat,0.0,1620,0.0
Bahrain,Saudi Arabia,Wheat,2.51,1620,4066.2
Bangladesh,Netherlands (Kingdom of the),Wheat,0.0,1620,0.0
Bangladesh,Singapore,Wheat,1.08,1620,1749.6000000000001
Bangladesh,South Africa,Wheat,0.0,1620,0.0
Bangladesh,Sweden,Wheat,0.02,1620,32.4
Bangladesh,United States of America,Wheat,2.44,1620,3952.7999999999997
Barbados,Saint Lucia,Wheat,0.01,1620,16.2
Belarus,Ukraine,Wheat,163.88,1620,265485.6
Belgium,Netherlands (Kingdom of the),Wheat,278970.96,1620,451932955.20000005
Belgium,New Caledonia,Wheat,0.17,1620,275.40000000000003
Belgium,Poland,Wheat,4103.01,1620,6646876.2
Belgium,Portugal,Wheat,68.07,1620,110273.4
Belgium,Qatar,Wheat,1.0,1620,1620.0
Belgium,Republic of Korea,Wheat,580.0,1620,939600.0
Belgium,Rwanda,Wheat,0.22,1620,356.4
Belgium,Seychelles,Wheat,0.01,1620,16.2
Belgium,Spain,Wheat,9562.0,1620,15490440.0
Belgium,Suriname,Wheat,0.06,1620,97.2
Belgium,Sweden,Wheat,22.32,1620,36158.4
Belgium,Switzerland,Wheat,3324.33,1620,5385414.6
Belgium,Türkiye,Wheat,5.15,1620,8343.0
Belgium,Ukraine,Wheat,0.08,1620,129.6
Belgium,United Arab Emirates,Wheat,0.1,1620,162.0
Belgium,United Kingdom of Great Britain and Northern Ireland,Wheat,22.96,1620,37195.200000000004
Belgium,United States of America,Wheat,0.5,1620,810.0
Bosnia and Herzegovina,Serbia,Wheat,32.97,1620,53411.4
Botswana,South Africa,Wheat,79.1,1620,128141.99999999999
Brazil,Norway,Wheat,0.0,1620,0.0
Brazil,Pakistan,Wheat,113520.34,1620,183902950.79999998
Brazil,Paraguay,Wheat,30.04,1620,48664.799999999996
Brazil,Portugal,Wheat,0.0,1620,0.0
Brazil,Republic of Korea,Wheat,20.0,1620,32400.0
Brazil,Saudi Arabia,Wheat,633649.18,1620,1026511671.6
Brazil,South Africa,Wheat,327066.93,1620,529848426.59999996
Brazil,Sudan,Wheat,218020.06,1620,353192497.2
Brazil,Türkiye,Wheat,125930.0,1620,204006600.0
Brazil,Uruguay,Wheat,623.0,1620,1009260.0
Brazil,Venezuela (Bolivarian Republic of),Wheat,54789.6,1620,88759152.0
Brazil,Viet Nam,Wheat,362390.26,1620,587072221.2
Bulgaria,Netherlands (Kingdom of the),Wheat,0.05,1620,81.0
Bulgaria,North Macedonia,Wheat,142.47,1620,230801.4
Bulgaria,Norway,Wheat,0.03,1620,48.6
Bulgaria,Pakistan,Wheat,154990.5,1620,251084610.0
Bulgaria,Portugal,Wheat,27500.0,1620,44550000.0
Bulgaria,Republic of Korea,Wheat,46813.3,1620,75837546.0
Bulgaria,Republic of Moldova,Wheat,20.0,1620,32400.0
Bulgaria,Romania,Wheat,239668.52,1620,388263002.4
Bulgaria,Serbia,Wheat,1042.34,1620,1688590.7999999998
Bulgaria,Spain,Wheat,367015.16,1620,594564559.1999999
Bulgaria,Sweden,Wheat,0.05,1620,81.0
Bulgaria,Switzerland,Wheat,0.01,1620,16.2
Bulgaria,Tunisia,Wheat,441745.51,1620,715627726.2
Bulgaria,Türkiye,Wheat,78988.72,1620,127961726.4
Bulgaria,Ukraine,Wheat,1.3,1620,2106.0
Bulgaria,United Kingdom of Great Britain and Northern Ireland,Wheat,0.46,1620,745.2
Bulgaria,United States of America,Wheat,0.55,1620,891.0000000000001
Burkina Faso,Senegal,Wheat,1711.0,1620,2771820.0
Canada,Nicaragua,Wheat,79579.0,1620,128917980.0
Canada,Nigeria,Wheat,465309.0,1620,753800580.0
Canada,Peru,Wheat,945714.0,1620,1532056680.0
Canada,Philippines,Wheat,296138.0,1620,479743560.0
Canada,Portugal,Wheat,58825.0,1620,95296500.0
Canada,Republic of Korea,Wheat,253276.0,1620,410307120.0
Canada,Russian Federation,Wheat,26.0,1620,42120.0
